,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted,Allstar
403,Malik Monk,Kentucky,38,79.9,115.7,25.1,54.3,58.59,0.8220000000000001,0.497,0.397,1,190,1.14475,11.0,99.9136,6.1421,32.0526,0.3158,2.1842,2.2895,0.9474,0.5,19.8421,Combo G,Yes,No
404,"Dennis Smith, Jr.",North Carolina St.,32,86.4,109.5,28.2,52.0,56.31,0.715,0.509,0.359,1,190,1.82405924,9.0,107.928,6.39739,34.8125,0.8125,3.75,6.1562,1.9375,0.4375,18.125,Scoring PG,Yes,No
405,Jayson Tatum,Duke,29,65.3,108.9,25.4,50.7,56.61,0.849,0.504,0.342,1,203,0.81577449,3.0,96.6201,6.47515,33.3103,1.3448,6.0,2.1379,1.3448,1.1379,16.8276,Wing F,Yes,Yes
406,Josh Okogie,Georgia Tech,24,67.9,107.9,26.8,47.5,55.04,0.8210000000000001,0.432,0.38,2,193,0.9671874,20.0,100.756,5.45468,36.375,2.25,4.0,2.4583,1.75,0.9583,18.2083,Wing G,Yes,No
407,Bruce Brown,Miami FL,33,79.5,111.5,21.5,51.5,55.94,0.744,0.513,0.347,1,195,1.58208156,42.0,96.8412,8.428,31.9091,1.4545,4.1818,3.2121,1.4848,0.5455,11.8485,Wing G,Yes,No
408,Bruce Brown Jr.,Miami FL,19,49.6,100.5,22.1,45.7,48.81,0.629,0.484,0.267,2,195,1.7674089400000002,42.0,96.6113,6.08811,33.6842,1.3158,5.7895,4.0,1.3158,0.7895000000000001,11.3684,Wing G,Yes,No
409,Dewan Huell,Miami FL,32,64.0,113.4,21.3,57.6,60.05,0.6890000000000001,0.583,0.0,2,210,0.31818182,59.0,97.9675,2.68792,25.7812,2.0312,4.625,0.4375,0.5,0.9688,11.4062,C,Yes,No
410,Desmond Bane,TCU,31,89.6,112.2,23.5,54.9,56.54,0.786,0.45,0.439,4,198,1.67567568,30.0,96.9757,7.886,36.0625,1.4375,4.9062,3.875,1.4688,0.5312,16.5938,Wing G,Yes,No
411,Cody Martin,Nevada,34,86.1,119.0,18.4,56.4,59.58,0.763,0.5760000000000001,0.358,4,200,2.57803864,36.0,95.2508,6.17052,34.4412,0.9118,3.5294,4.8529,1.3529,0.7059000000000001,12.0588,Scoring PG,Yes,No
412,Alize Johnson,Missouri St.,32,78.5,109.3,27.9,48.0,52.73,0.759,0.514,0.28,4,205,1.2702908,50.0,97.1451,4.95167,31.1515,3.1515,8.4848,2.8485,0.4545,0.4242,15.0,PF/C,Yes,No
413,Robert Williams,Texas A&M,30,54.9,111.4,19.3,63.2,61.4,0.471,0.668,0.0,2,208,0.82691977,27.0,89.9532,10.2574,25.6333,2.3667,6.8667,1.4333,0.8,2.5,10.3667,C,Yes,No
414,Vince Edwards,Purdue,35,67.9,116.0,21.5,52.4,56.51,0.8200000000000001,0.474,0.407,2,203,1.7241567,52.0,97.1533,7.65859,27.4571,1.8286,3.5429,2.8571,0.5429,0.3143,11.3429,Wing F,Yes,No
415,Vincent Edwards,Purdue,35,74.5,116.6,24.1,54.4,58.74,0.833,0.516,0.398,4,203,1.42250814,52.0,97.0164,7.55466,31.6,2.0286,5.3714,2.8857,0.5143,0.6000000000000001,14.6,Stretch 4,Yes,No
416,Justin Jackson,Maryland,11,25.9,91.3,24.2,41.6,47.05,0.8280000000000001,0.443,0.25,2,200,0.65625108,43.0,96.6583,2.36442,29.3636,2.4545,5.6364,1.9091,0.8182,0.8182,9.8182,Stretch 4,Yes,No
417,Jarrett Allen,Texas,33,80.4,101.9,22.9,56.6,57.14,0.5640000000000001,0.579,0.0,1,210,0.3095266,22.0,99.0269,3.4387,32.1515,3.0303,5.3939,0.7879,0.5758,1.5455,13.3939,C,Yes,No
418,Carsen Edwards,Purdue,36,87.3,108.0,34.8,49.0,54.09,0.837,0.44,0.355,3,185,0.92035427,33.0,102.371,5.21965,35.4167,0.3889,3.2222,2.8889,1.3333,0.2778,24.2778,Combo G,Yes,No
419,Elijah Hughes,Syracuse,32,91.1,110.5,25.5,51.1,56.09,0.8130000000000001,0.508,0.342,3,198,1.49316151,39.0,101.736,5.7554,36.7188,0.4062,4.5312,3.4062,1.1562,0.8125,19.0312,Wing G,Yes,No
420,Payton Pritchard,Oregon,31,88.8,120.6,28.4,56.3,60.08,0.8210000000000001,0.512,0.415,4,187,2.0235603,26.0,100.303,8.38468,36.5161,0.6774,3.6452,5.5484,1.5161,0.0323,20.4839,Scoring PG,Yes,No
421,De'Aaron Fox,Kentucky,36,69.8,110.7,27.6,49.7,54.81,0.739,0.52,0.246,1,190,1.89651191,5.0,96.0513,7.14293,29.5556,0.5833,3.3889,4.5833,1.4722,0.1944,16.6944,Scoring PG,Yes,No
422,Omari Spellman,Villanova,40,69.7,121.0,17.9,57.3,58.77,0.7000000000000001,0.511,0.433,1,203,0.75,30.0,95.809,7.95853,28.125,2.25,5.775,0.75,0.65,1.475,10.85,PF/C,Yes,No
423,Edrice Adebayo,Kentucky,38,75.1,118.4,19.2,59.9,62.36,0.653,0.601,0.0,1,208,0.5,14.0,94.9632,7.65156,30.1316,3.1053,4.8947,0.8421000000000001,0.6842,1.5,13.0,C,Yes,No
424,De'Anthony Melton,USC,36,67.3,108.0,19.1,48.3,53.05,0.706,0.51,0.284,1,193,1.95308808,46.0,99.2402,7.1726,27.0,1.3889,3.3333,3.4722,1.9167,1.0278,8.3333,Combo G,Yes,No
425,Markelle Fultz,Washington,25,71.6,113.6,31.7,53.5,55.8,0.649,0.502,0.413,1,193,1.85,1.0,109.389,7.58209,35.68,1.32,4.4,5.92,1.56,1.2,23.16,Scoring PG,Yes,No
426,Sam Merrill,Utah St.,32,86.3,125.9,24.1,56.6,62.55,0.893,0.515,0.41,4,195,2.48,60.0,96.7855,7.38116,34.9375,0.1875,3.9062,3.875,0.875,0.125,19.6562,Scoring PG,Yes,No
427,Justinian Jessup,Boise St.,31,88.9,116.1,20.1,54.1,57.69,0.957,0.468,0.392,4,200,1.67504005,51.0,98.4847,6.47316,36.0,0.9688,3.4688,2.0938,1.4062,0.4688,16.0,Wing G,Yes,No
428,Kyle Guy,Virginia,38,87.6,120.4,21.2,58.5,60.93,0.833,0.491,0.426,3,187,1.47171423,55.0,95.7696,8.19312,35.3947,0.7105,3.7895,2.0526,0.6842,0.0526,15.4211,Wing G,Yes,No
429,Rui Hachimura,Gonzaga,37,75.5,121.7,26.4,60.8,63.9,0.739,0.606,0.417,3,203,0.83823051,9.0,91.0383,6.43262,30.2162,1.3784,5.0811,1.5405,0.9459,0.7297,19.7027,Wing F,Yes,No
430,Zach Collins,Gonzaga,39,43.1,120.6,24.8,67.6,70.32,0.743,0.672,0.476,1,213,0.26668833,10.0,79.0742,9.54386,17.2308,1.6923,4.2051,0.4103,0.4615,1.7692,10.0,C,Yes,No
431,Mfiondu Kabengele,Florida St.,37,53.1,116.5,27.5,53.8,59.27,0.761,0.534,0.369,2,208,0.22916828,27.0,92.1315,6.1217,21.5405,2.1351,3.8108,0.2973,0.5676,1.5135,13.2162,PF/C,Yes,No
432,Harry Giles,Duke,26,20.2,112.6,19.2,57.7,57.05,0.5,0.577,0.0,1,208,0.50007219,20.0,95.4631,4.9697,11.5,1.5769000000000002,2.2692,0.3462,0.3462,0.6538,3.9231,C,Yes,No
433,Frank Jackson,Duke,36,60.5,116.4,20.4,56.4,59.8,0.755,0.539,0.395,1,190,1.24487547,31.0,105.15,4.07002,24.8889,0.6389,1.8611,1.6944,0.5556,0.0556,10.9444,Combo G,Yes,No
434,Jonathan Isaac,Florida St.,32,59.9,118.8,20.0,56.8,61.37,0.78,0.593,0.348,1,208,0.77080003,6.0,92.6767,8.94668,26.1875,1.75,6.0938,1.1562,1.1562,1.5312,11.9688,Stretch 4,Yes,No
435,Jalen McDaniels,San Diego St.,33,78.3,101.4,27.9,49.3,52.66,0.736,0.5,0.306,2,208,0.87801644,52.0,95.0304,2.38226,31.0588,1.9706,6.2941,2.1176,1.1176,0.4706,15.9118,PF/C,Yes,No
436,Skylar Mays,LSU,31,85.4,120.5,21.7,56.4,62.18,0.854,0.548,0.394,4,193,1.42854612,50.0,101.627,6.67674,34.4516,0.4839,4.5161,3.2258,1.7419,0.2258,16.6774,Combo G,Yes,No
437,Jordan Bone,Tennessee,36,81.5,116.6,21.9,52.3,55.78,0.8310000000000001,0.514,0.36,3,190,2.94515962,57.0,105.844,4.52951,32.973,0.5135000000000001,2.6757,5.8108,0.7027,0.1081,13.4595,Scoring PG,Yes,No
438,Tony Bradley,North Carolina,37,34.3,123.3,21.4,56.4,58.21,0.616,0.5640000000000001,0.0,1,210,0.92004869,28.0,96.9021,8.31686,14.6053,2.5789,2.5526,0.6053000000000001,0.2632,0.5789000000000001,7.0789,C,Yes,No
439,Tony Carr,Penn St.,37,83.3,112.0,29.5,48.2,52.73,0.799,0.395,0.433,2,195,2.18822084,51.0,101.27,6.19195,35.3514,0.8919,4.0541,5.027,0.8108000000000001,0.2973,19.5946,Scoring PG,Yes,No
440,Wes Johnson,Syracuse,35,87.4,116.1,21.1,56.4,59.99,0.772,0.54,0.415,3,200,0.96296935,4.0,89.90090000000001,9.796,34.9714,2.1429,6.4,2.2286,1.6571,1.8286,16.4857,Stretch 4,Yes,No
441,Deandre Ayton,Arizona,35,82.5,126.7,26.2,62.5,64.98,0.733,0.635,0.343,1,215,0.82611341,1.0,97.464,8.89899,33.4857,3.3714,8.2,1.6286,0.5714,1.8857,20.1143,C,Yes,No
442,Lonnie Walker IV,Miami FL,32,68.8,107.9,21.1,50.3,52.74,0.738,0.487,0.346,1,195,1.64867667,18.0,101.866,4.42331,27.75,0.4062,2.1875,1.9062,0.9375,0.4688,11.5,Combo G,Yes,No
443,Isaiah Livers,Michigan,23,64.6,121.9,18.9,57.0,60.53,0.87,0.486,0.431,4,200,1.7692853,42.0,95.9651,9.32754,31.6087,1.087,4.913,2.0,0.5652,0.7391000000000001,13.087,Wing F,Yes,No
444,Jordan Poole,Michigan,37,82.6,108.4,20.0,53.8,57.32,0.833,0.518,0.369,2,195,1.42860919,28.0,92.5991,7.31086,33.027,0.2162,2.7568,2.1622,1.0811,0.2162,12.7568,Combo G,Yes,No
445,Nickeil Alexander-Walker,Virginia Tech,34,82.8,109.8,26.4,54.6,58.59,0.778,0.537,0.374,2,195,1.39177674,17.0,93.6096,7.45115,34.3235,0.4706,3.6176,3.9706,1.8824,0.5294,16.1765,Scoring PG,Yes,No
446,Saben Lee,Vanderbilt,32,81.4,108.4,29.7,53.0,58.02,0.752,0.549,0.322,3,187,1.35351345,38.0,106.691,4.17965,32.8125,0.5625,2.9688,4.1875,1.5312,0.2812,18.5625,Scoring PG,Yes,No
447,Sandro Mamukelashvili,Seton Hall,27,87.8,100.6,28.6,48.8,52.54,0.714,0.481,0.336,4,210,0.97752024,54.0,100.51,4.79842,35.5926,1.8519,5.7037,3.2222,1.0741,0.5556,17.5185,Wing F,Yes,No
448,Jordan Nwora,Louisville,31,82.2,111.2,26.0,52.8,56.85,0.8130000000000001,0.469,0.402,3,200,0.61536625,45.0,93.2958,5.90936,33.1613,1.6774,6.0323,1.2903,0.7419,0.2581,18.0,Wing F,Yes,No
449,Temetrius Morant,Murray St.,30,86.3,118.3,22.9,50.0,56.34,0.799,0.526,0.293,1,190,2.54423192,2.0,98.994,5.66542,34.0,1.7188,4.7812,6.2812,0.9375,0.4062,12.7188,Scoring PG,Yes,No
450,Ja Morant,Murray St.,31,93.5,115.6,36.0,54.7,60.77,0.8150000000000001,0.545,0.368,2,190,1.92941848,2.0,97.0275,8.98151,36.6061,1.2121,4.4848,9.9394,1.7576,0.8182,24.4848,Pure PG,Yes,No
451,Marvin Bagley III,Duke,33,74.8,123.8,25.8,64.0,64.35,0.627,0.647,0.397,1,210,0.66669599,2.0,96.4998,8.66296,33.7576,4.0,7.0909,1.5152,0.8182,0.8788,21.0303,PF/C,Yes,No
452,Paul Reed,DePaul,28,72.0,108.4,23.6,53.7,56.21,0.756,0.554,0.294,3,205,0.71211393,58.0,88.7649,10.0563,31.6897,3.2759,7.4138,1.6207,1.8621,2.5517000000000003,15.1379,PF/C,Yes,No
453,Corey Kispert,Gonzaga,32,79.2,131.2,20.7,64.4,67.38,0.878,0.628,0.44,4,200,1.38095238,15.0,95.9101,9.90794,31.8125,0.9375,4.0312,1.8125,0.9062,0.4375,18.5938,Wing G,Yes,No
454,Mohamed Bamba,Texas,30,64.3,115.1,21.5,56.7,59.26,0.681,0.603,0.275,1,210,0.32609404,6.0,88.9646,9.67551,30.2,3.2,7.3333,0.5,0.7667,3.6333,12.9,C,Yes,No
455,Jarrett Culver,Texas Tech,38,80.6,106.9,32.2,50.5,54.17,0.707,0.526,0.304,2,195,1.36893562,6.0,86.158,10.3159,32.4474,1.4211,4.9737,3.7105,1.4474,0.5526,18.5263,Wing G,Yes,No
456,Jericho Sims,Texas,26,58.3,112.1,18.3,68.6,65.04,0.52,0.6910000000000001,0.0,4,208,0.4047294999999999,58.0,92.7025,6.58968,24.5385,2.1538,5.0769,0.6538,0.7308,1.0769,9.2308,C,Yes,No
457,Nicolas Claxton,Georgia,32,79.0,104.2,22.2,49.0,53.31,0.641,0.509,0.281,2,210,0.86565094,31.0,98.5186,6.53918,31.5938,2.25,6.3125,1.8125,1.0625,2.5312,12.9688,PF/C,Yes,No
458,Tremont Waters,LSU,33,74.6,107.2,26.5,49.9,54.57,0.8130000000000001,0.504,0.327,2,180,1.684238,51.0,99.0344,6.94854,32.4242,0.303,2.4848,5.8182,2.8485,0.1212,15.2727,Pure PG,Yes,No
459,Daniel Gafford,Arkansas,32,67.0,112.3,25.2,65.9,65.11,0.591,0.659,0.0,2,210,0.30265264,38.0,95.1262,6.45392,28.6875,2.8438,5.8125,0.7188,0.9062,1.9688,16.875,C,Yes,No
460,Collin Sexton,Alabama,33,68.6,109.6,32.5,49.8,56.66,0.778,0.495,0.336,1,190,1.29348259,8.0,104.341,4.68534,29.9394,1.0303,2.7273,3.6061,0.8485,0.0909,19.1515,Scoring PG,Yes,No
461,Davion Mitchell,Baylor,30,80.8,122.1,21.6,61.3,62.0,0.652,0.5650000000000001,0.447,3,187,2.26030492,9.0,95.1321,9.22088,32.4667,0.4667,2.2,5.5,1.9,0.3667,14.0667,Pure PG,Yes,No
462,Gary Trent Jr.,Duke,37,83.8,122.3,17.3,52.8,56.65,0.876,0.43,0.402,1,198,1.3684519,37.0,101.732,6.50756,33.7568,0.8378,3.4054,1.4054,1.1622,0.1351,14.4865,Wing G,Yes,No
463,Hamidou Diallo,Kentucky,37,61.8,101.1,21.3,47.0,49.75,0.611,0.458,0.338,1,195,0.90191524,45.0,102.116,2.72071,24.8108,0.8649,2.7568,1.2432,0.7568,0.3514,10.027,Wing G,Yes,No
464,Trae Young,Oklahoma,32,87.5,112.1,38.4,51.9,58.62,0.861,0.493,0.361,1,187,1.65865722,5.0,106.864,9.94112,35.4062,0.4375,3.4688,8.6562,1.6875,0.25,27.375,Pure PG,Yes,Yes
465,Luka Garza,Iowa,31,78.8,124.0,30.4,59.6,61.99,0.709,0.581,0.44,4,210,1.14893471,52.0,99.7365,10.746,31.6452,3.0,5.7419,1.7419,0.6774,1.6129,24.0968,PF/C,Yes,No
466,Troy Brown,Oregon,35,74.7,103.7,21.7,49.4,53.24,0.743,0.524,0.291,1,200,1.29070863,15.0,100.915,3.01073,31.1714,1.5143,4.6857,3.1714,1.5714,0.2,11.3143,Wing G,Yes,No
467,Chuma Okeke,Auburn,37,69.0,119.1,20.9,57.7,59.8,0.722,0.5740000000000001,0.388,2,203,1.1231219,16.0,95.517,12.5748,29.0789,2.7895000000000003,4.0526,1.9211,1.8158,1.2105,12.0,Stretch 4,Yes,No
468,Zhaire Smith,Texas Tech,37,70.5,124.3,18.6,58.5,61.51,0.717,0.5700000000000001,0.45,1,195,1.52383046,16.0,94.3872,10.0389,28.4054,2.1351,2.7568,1.7297,1.1622,1.027,11.2162,Wing G,Yes,No
469,Nick Richards,Kentucky,31,73.5,123.4,20.3,64.2,67.36,0.752,0.642,0.0,3,210,0.14285714,42.0,94.5497,5.49275,29.6452,2.6129,5.1613,0.2258,0.0968,2.129,14.0323,C,Yes,No
470,Shai Gilgeous-Alexander,Kentucky,37,84.0,114.1,22.8,51.6,57.87,0.8220000000000001,0.5,0.404,1,198,1.90907054,11.0,100.791,7.76378,33.7297,0.8919,3.2432,5.1081,1.6486,0.4865,14.3784,Scoring PG,Yes,No
471,PJ Washington,Kentucky,35,68.7,116.1,25.4,56.7,59.19,0.663,0.549,0.423,2,203,0.91305668,12.0,92.7403,10.1556,29.2571,2.3429,5.2286,1.8,0.8571000000000001,1.2286,15.1714,PF/C,Yes,No
472,Xavier Tillman,Michigan St.,31,80.2,116.6,21.6,57.2,59.29,0.667,0.608,0.26,3,203,1.54103775,35.0,85.6347,12.8159,32.0968,2.6774,7.6452,3.0323,1.1935,2.0968,13.7097,PF/C,Yes,No
473,Wendell Carter Jr.,Duke,37,66.6,121.5,23.4,59.1,62.81,0.738,0.586,0.413,1,208,0.98667985,7.0,92.0353,11.6474,26.8378,2.9459,6.1081,2.0,0.8108000000000001,2.0541,13.5405,PF/C,Yes,No
474,Jaren Jackson Jr.,Michigan St.,35,54.4,116.8,22.8,59.5,64.71,0.797,0.596,0.396,1,210,0.62905048,4.0,85.8569,12.7801,21.8571,1.4857,4.3143,1.1143,0.6000000000000001,3.0,10.9143,PF/C,Yes,No
475,Jaylen Hands,UCLA,33,77.1,105.5,25.5,49.9,53.71,0.78,0.447,0.373,2,190,1.91429385,56.0,105.726,3.23688,31.1818,0.3636,3.303,6.0909,1.3333,0.1515,14.1515,Pure PG,Yes,No
476,Kezie Okpala,Stanford,23,46.5,90.5,21.9,41.1,47.57,0.679,0.425,0.226,1,203,0.71928337,32.0,103.826,-0.00432343,28.4783,1.1739,2.5652,1.7826,1.0,0.5652,10.0435,Wing F,Yes,No
477,KZ Okpala,Stanford,29,76.1,100.8,26.6,50.7,54.32,0.671,0.493,0.368,2,205,0.69878763,32.0,100.101,0.982557,32.6897,1.1724,4.5172,2.0,1.0,0.5172,16.8276,Wing F,Yes,No
478,Bruno Fernando,Maryland,34,74.9,114.7,23.8,61.2,65.28,0.779,0.618,0.3,2,208,0.71579398,34.0,91.1087,9.88285,29.9706,2.9412000000000003,7.7059,2.0,0.6471,1.8824,13.5882,C,Yes,No
479,Herbert Jones,Alabama,33,67.9,103.3,24.3,48.1,52.89,0.715,0.47,0.351,4,203,1.16127313,35.0,89.826,8.9201,27.2727,2.4848,4.0909,3.2727,1.7273,1.1212,11.2424,Wing F,Yes,No
480,Jarred Vanderbilt,Kentucky,14,16.0,107.3,22.9,42.6,47.65,0.632,0.433,0.0,1,205,0.93335818,41.0,92.8541,6.30095,17.0,3.2857,4.5714,1.0,0.4286,0.7857000000000001,5.8571,C,Yes,No
481,Kevin Knox,Kentucky,37,80.7,107.0,23.0,51.1,55.69,0.774,0.511,0.341,1,205,0.62351453,9.0,101.745,3.71728,32.3784,0.8919,4.5135000000000005,1.4324,0.8378,0.2703,15.6216,Wing F,Yes,No
482,Tyler Bey,Colorado,31,69.7,109.9,24.6,55.5,61.12,0.743,0.545,0.419,3,200,0.6133338700000001,36.0,84.6138,7.72222,29.0,2.0,7.0323,1.4839,1.5484,1.129,13.8387,Wing F,Yes,No
483,Jaylen Nowell,Washington,36,85.7,108.6,25.1,56.1,59.15,0.779,0.525,0.44,2,193,1.05661591,43.0,97.3948,3.51724,34.4167,0.9722,4.3056,3.1111,1.2778,0.25,16.1667,Wing G,Yes,No
484,Devin Booker,Kentucky,38,51.9,121.0,20.5,57.1,60.02,0.8280000000000001,0.527,0.411,1,198,1.13515453,13.0,91.0701,6.83479,21.5,0.4474,1.5526,1.1053,0.4474,0.0526,10.0263,Wing G,Yes,Yes
485,Nassir Little,North Carolina,36,45.3,107.8,24.0,50.5,55.07,0.77,0.529,0.269,1,198,0.47918697,25.0,96.0253,3.87487,18.1944,1.5833,3.0278,0.6389,0.5278,0.5278,9.8056,Wing F,Yes,No
486,Obi Toppin,Dayton,31,78.2,122.5,26.2,67.4,68.4,0.7020000000000001,0.6980000000000001,0.39,2,205,0.98532022,8.0,89.5851,10.1576,31.6452,1.1935,6.3548,2.1613,0.9677,1.2258,20.0323,Wing F,Yes,No
487,Ignas Brazdeikis,Michigan,37,74.1,110.7,24.6,53.1,57.29,0.773,0.5,0.392,1,200,0.6739061,47.0,90.4089,6.11694,29.6486,1.1622,4.2703,0.8378,0.7027,0.4865,14.8108,Wing F,Yes,No
488,Marcus Zegarowski,Creighton,29,77.9,114.5,23.3,57.9,60.04,0.786,0.516,0.421,3,187,2.01613716,49.0,99.9444,6.39356,33.5862,0.3103,3.3103,4.3103,1.2759,0.069,15.8276,Scoring PG,Yes,No
489,CJ Elleby,Washington St.,32,82.9,102.7,27.9,47.0,51.86,0.8230000000000001,0.439,0.339,2,198,0.86958541,46.0,91.7651,5.55059,33.4375,1.2188,6.625,1.875,1.75,0.8125,18.4062,Wing F,Yes,No
490,Immanuel Quickley,Kentucky,30,78.9,117.9,22.2,51.1,59.49,0.923,0.409,0.428,2,190,1.18749997,25.0,98.4589,5.6328,32.8667,0.5333,3.6667,1.9,0.9,0.1333,16.0667,Wing G,Yes,No
491,Quentin Grimes,Houston,30,79.4,118.2,25.3,52.3,55.77,0.788,0.41,0.403,3,195,1.07276494,25.0,90.3659,8.00766,32.8,1.6,4.1,1.9667,1.4,0.3,17.8333,Wing G,Yes,No
492,Coby White,North Carolina,35,69.2,108.7,26.1,51.6,55.56,0.8,0.502,0.352,1,195,1.52127942,7.0,98.1201,6.65559,28.5714,0.3429,3.2,4.0857,1.0857,0.3143,16.0571,Combo G,Yes,No
493,Talen Horton-Tucker,Iowa St.,35,67.9,98.4,25.1,47.0,48.84,0.625,0.475,0.308,1,193,1.36668027,46.0,96.8317,3.99718,27.1714,0.6571,4.1714,2.3429,1.2857,0.6571,11.8286,Wing G,Yes,No
494,Tyrese Haliburton,Iowa St.,22,62.8,120.1,21.5,61.1,63.12,0.8220000000000001,0.592,0.419,2,195,2.32787537,12.0,99.913,10.7958,36.6818,1.4545,4.4091000000000005,6.4545,2.4545,0.6818000000000001,15.2273,Scoring PG,Yes,No
495,Trey Murphy III,Virginia,25,73.5,127.9,17.3,63.9,66.99,0.927,0.62,0.433,3,205,1.57894745,17.0,100.979,7.65856,29.56,0.6000000000000001,2.8,1.2,0.8,0.44,11.28,Wing F,Yes,No
496,Jason Preston,Ohio,19,68.4,112.7,24.9,56.9,57.41,0.596,0.5650000000000001,0.385,3,193,2.41666667,33.0,99.8009,7.17366,34.55,1.05,6.2,7.25,1.45,0.25,15.7,Scoring PG,Yes,No
497,Raiquan Gray,Florida St.,25,65.1,109.9,23.5,53.6,58.2,0.763,0.558,0.267,3,203,1.0,59.0,94.1902,7.54953,26.32,1.48,4.92,2.2,1.2,0.72,11.88,Wing F,Yes,No
498,Charles Bassey,Western Kentucky,28,72.8,118.2,25.4,61.7,64.31,0.759,0.652,0.305,3,210,0.30646256,53.0,89.4757,7.27597,30.4286,3.2857,8.3214,0.6786,0.3929,3.1071,17.6429,C,Yes,No
499,Dalano Banton,Nebraska,26,68.4,92.6,22.8,44.6,48.63,0.667,0.496,0.241,2,205,1.5671570300000002,46.0,100.274,4.53524,27.2593,1.0,4.8889,3.8889,0.963,0.9259,9.5556,Stretch 4,Yes,No
500,Cam Reddish,Duke,36,70.1,96.4,23.6,45.9,49.88,0.772,0.394,0.333,1,203,0.7291409,10.0,94.4086,3.18676,29.6944,0.5556,3.1389,1.9444,1.5556,0.5833,13.4722,Wing F,Yes,No
501,Zion Williamson,Duke,33,64.9,129.2,28.2,70.8,70.19,0.64,0.747,0.338,1,200,0.8718057300000001,1.0,86.7976,16.4625,29.9697,3.5152,5.3636,2.0606,2.1212,1.7879,22.6061,Wing F,Yes,Yes
502,R.J. Barrett,Duke,38,87.9,108.0,31.3,50.6,53.19,0.665,0.529,0.308,1,200,1.33335401,3.0,95.1227,5.93047,35.2632,1.5526,6.0263,4.3158,0.8947,0.4211,22.6316,Wing G,Yes,No
503,Bol Bol,Oregon,9,17.6,116.5,30.4,61.0,63.18,0.757,0.5700000000000001,0.52,1,218,0.5,44.0,85.3312,10.5008,29.8889,2.3333,7.4444,1.0,0.8889,2.7778,21.0,PF/C,Yes,No
504,Saddiq Bey,Villanova,31,84.4,119.0,22.0,58.4,60.82,0.769,0.5,0.451,2,203,1.60866639,19.0,100.005,7.29615,33.9032,1.2903,3.4516,2.3871,0.7742,0.3871,16.0968,Wing F,Yes,No
505,Romeo Langford,Indiana,32,76.8,106.0,25.5,49.1,54.19,0.722,0.53,0.272,1,198,1.10296474,14.0,100.034,3.85797,34.0625,1.4062,3.9688,2.3438,0.7812,0.8125,16.5,Wing G,Yes,No
506,Robert Woodard,Mississippi St.,34,43.6,111.6,16.8,50.6,52.02,0.58,0.545,0.273,1,200,1.13630047,40.0,102.055,4.0379,17.5588,1.3824,2.7059,0.7353000000000001,0.5294,0.5,5.5,Wing F,Yes,No
507,Robert Woodard II,Mississippi St.,31,82.5,109.2,17.8,54.9,56.4,0.641,0.517,0.429,2,200,0.6896312,40.0,100.331,5.09327,33.0,2.1935,4.3548,1.2903,1.129,1.0323,11.3548,Wing F,Yes,No
508,Reggie Perry,Mississippi St.,31,77.7,112.9,28.8,53.1,58.71,0.768,0.542,0.324,2,208,0.78888811,57.0,96.6012,7.17337,31.0968,3.129,6.9355,2.2903,0.8387,1.1613,17.3548,PF/C,Yes,No
509,Darius Garland,Vanderbilt,5,10.8,110.1,26.9,63.9,65.75,0.75,0.581,0.478,1,187,0.86666663,5.0,105.122,2.89816,27.8,0.4,3.4,2.6,0.8,0.4,16.2,Combo G,Yes,No
510,Filip Petrusev,Gonzaga,33,64.5,114.6,30.4,56.5,59.38,0.655,0.5730000000000001,0.182,2,210,0.69563346,50.0,91.9675,3.82655,25.8788,2.3636,5.5758,1.4545,0.6061000000000001,0.7879,17.4545,C,Yes,No
511,Keldon Johnson,Kentucky,37,76.2,112.9,21.7,52.1,55.75,0.7030000000000001,0.498,0.381,1,198,1.01665019,29.0,97.1789,5.96447,30.7027,1.3243,4.5405,1.6486,0.7568,0.1622,13.4595,Wing F,Yes,No
512,Daniel Oturu,Minnesota,31,84.2,112.0,28.3,58.5,61.2,0.707,0.59,0.365,2,208,0.37499558,33.0,92.067,7.17207,33.9677,3.7419,7.5161,1.0645,0.5484,2.4516,20.0968,PF/C,Yes,No
513,Jared Butler,Baylor,30,75.8,117.3,26.9,57.3,59.87,0.78,0.524,0.416,3,190,1.69413758,40.0,93.0658,9.75719,30.4333,0.4333,2.8667,4.8,1.9667,0.3667,16.7333,Scoring PG,Yes,No
514,Aaron Nesmith,Vanderbilt,14,38.8,125.1,23.7,65.9,68.53,0.8250000000000001,0.5,0.522,2,198,0.54167882,14.0,105.59,6.21376,35.7143,0.7857000000000001,4.0714,0.9286,1.4286,0.8571000000000001,23.0,Wing G,Yes,No
515,Devin Vassell,Florida St.,30,69.0,124.8,18.9,56.5,58.48,0.738,0.532,0.415,2,200,2.13029853,11.0,92.4381,9.17104,28.7333,1.2667,3.8,1.6333000000000002,1.4,0.9667,12.6667,Wing G,Yes,No
516,Kessler Edwards,Pepperdine,25,83.6,111.2,22.2,55.2,60.1,0.887,0.538,0.383,3,203,0.67346265,44.0,100.998,4.43339,33.9259,1.2222,5.5926,1.2222,0.963,1.2222,17.2222,Stretch 4,Yes,No
