,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted,Allstar
290,Malcolm Brogdon,Virginia,37,85.1,120.0,26.8,53.2,58.48,0.897,0.498,0.391,4,195,2.21154109,36.0,98.9573,9.49229,34.1351,0.5135000000000001,3.5405,3.1081,0.9459,0.2432,18.2432,Combo G,Yes,No
291,Kahlil Felder,Oakland,35,91.5,120.0,32.9,50.2,57.18,0.848,0.485,0.355,3,175,2.69996497,54.0,104.511,8.68783,36.7429,0.7429,3.5143,9.2571,1.9714,0.2,24.3714,Pure PG,Yes,No
292,Josh Hart,Villanova,36,82.9,122.3,27.1,59.0,61.89,0.747,0.579,0.404,4,195,1.49295204,30.0,93.5948,10.4919,33.1667,1.4167,4.9722,2.9444,1.5556,0.2778,18.6944,Wing G,Yes,No
293,Keita Bates-Diop,Ohio St.,34,81.8,114.5,27.5,54.4,57.73,0.794,0.547,0.359,3,200,0.90326292,48.0,93.7832,8.21587,33.0882,1.5294,7.1765,1.6471,0.9118,1.6471,19.7647,PF/C,Yes,No
294,Jevon Carter,West Virginia,37,88.3,117.3,25.1,49.8,54.92,0.858,0.441,0.393,4,187,2.51023176,32.0,94.3123,11.3317,35.4324,0.7838,3.8649,6.6486,3.027,0.3514,17.2973,Pure PG,Yes,No
295,Domantas Sabonis,Gonzaga,35,79.9,120.0,26.0,61.2,65.09,0.768,0.615,0.357,2,210,0.68477518,11.0,90.7655,7.50443,32.0571,3.0286,8.8,1.8,0.6000000000000001,0.8857,17.4857,PF/C,Yes,Yes
296,Stanley Johnson,Arizona,38,70.9,108.0,26.0,50.1,55.1,0.742,0.478,0.371,1,198,0.7682932,8.0,86.6693,8.8059,28.4474,1.9737,4.5263,1.6579000000000002,1.5,0.3947,13.7632,Wing F,Yes,No
297,Kadeem Allen,Arizona,34,68.9,108.5,18.4,52.1,57.03,0.741,0.466,0.427,4,190,1.55382354,53.0,95.0827,7.7439,30.0,0.3529,3.6765,2.9706,1.5588000000000002,0.6176,9.7647,Combo G,Yes,No
298,Sviatoslav Mykhailiuk,Kansas,39,86.1,115.1,20.1,55.6,57.16,0.804,0.423,0.444,4,203,1.64612701,47.0,105.136,6.39989,34.5385,1.1282,2.7949,2.7436,1.1795,0.3077,14.6154,Wing F,Yes,No
299,Kelly Oubre,Kansas,36,52.3,108.7,22.0,51.2,55.45,0.718,0.497,0.358,1,200,0.65120567,15.0,91.621,7.34174,21.0,1.1389,3.8333,0.7778,1.1389,0.3611,9.25,Wing F,Yes,No
300,Devonte' Graham,Kansas,39,94.2,117.9,25.2,51.0,56.82,0.8270000000000001,0.392,0.406,4,187,2.58714097,34.0,104.223,7.50065,37.8205,0.6154000000000001,3.4103,7.2308,1.5897,0.0513,17.3077,Pure PG,Yes,No
301,Abdel Nader,Iowa St.,35,76.9,103.5,20.7,55.5,58.35,0.736,0.553,0.371,4,198,0.6835762200000001,58.0,103.21,4.02682,31.0857,0.7429,4.2286,1.5429,1.0571,0.6857000000000001,12.9143,Wing G,Yes,No
302,Ben Bentil,Providence,35,84.7,112.2,28.1,51.0,56.7,0.782,0.517,0.329,2,205,0.59703286,51.0,98.8119,4.8751,34.2286,2.6857,4.9714,1.1429,0.8571000000000001,1.0286,21.0857,Stretch 4,Yes,No
303,Kyle Kuzma,Utah,27,69.6,112.8,26.7,53.9,56.34,0.669,0.557,0.321,3,205,1.14518909,27.0,98.7643,5.35021,30.8276,2.7931,6.5517,2.4483,0.6207,0.4828,16.4138,PF/C,Yes,No
304,Jakob Poeltl,Utah,35,75.4,124.0,26.0,64.0,66.23,0.6970000000000001,0.64,0.0,2,213,0.95714998,9.0,98.0085,9.65117,30.6,2.8286,6.2286,1.9143,0.6000000000000001,1.5143,17.2857,C,Yes,No
305,Kevin Hervey,UT Arlington,33,80.3,107.7,29.5,51.7,55.27,0.807,0.522,0.339,4,200,0.81109525,57.0,97.5429,3.74738,32.2424,2.3333,6.2121,2.2121,1.2424,0.6061000000000001,20.4848,Stretch 4,Yes,No
306,Chinanu Onuaku,Louisville,31,61.5,112.7,21.9,62.0,62.0,0.589,0.623,0.0,2,208,0.78462416,37.0,84.2337,10.9157,24.5806,2.9355,5.5484,1.6452,0.7742,2.0,9.9032,C,Yes,No
307,Isaiah Whitehead,Seton Hall,34,80.4,102.1,31.1,45.8,51.07,0.76,0.39,0.365,2,193,1.45377145,42.0,96.5495,6.80136,32.2941,0.5294,3.0588,5.0882,1.1765,1.4412,18.1765,Scoring PG,Yes,No
308,Daniel Hamilton,Connecticut,36,79.0,102.5,25.6,44.4,49.18,0.86,0.416,0.331,2,200,2.0,56.0,88.636,6.67367,32.0278,0.9167,8.0,4.7222,1.0556,0.4167,12.5278,Stretch 4,Yes,No
309,Marial Shayok,Iowa St.,34,79.9,111.9,26.9,57.1,61.08,0.878,0.5680000000000001,0.384,4,198,0.73626002,54.0,102.592,4.25113,32.8824,1.3824,3.5294,1.9706,0.9412,0.2353,18.7353,Wing G,Yes,No
310,Chris McCullough,Syracuse,16,36.0,92.5,21.1,48.2,50.78,0.5630000000000001,0.473,1.0,1,208,0.51428571,29.0,87.8528,5.9099,28.125,2.25,4.625,1.125,1.6875,2.0625,9.3125,PF/C,Yes,No
311,Karl-Anthony Towns,Kentucky,39,52.3,122.7,24.2,57.0,62.72,0.8130000000000001,0.577,0.25,1,210,0.8301693,1.0,77.2779,14.8828,21.1282,2.359,4.3333,1.1282,0.4615,2.2564,10.2821,C,Yes,Yes
312,Trey Lyles,Kentucky,36,52.6,112.6,20.6,49.6,54.26,0.735,0.536,0.138,1,208,0.92685926,12.0,85.2659,7.23508,23.0,1.8056,3.4167,1.0556,0.5278,0.4444,8.6944,PF/C,Yes,No
313,Tyler Ulis,Kentucky,35,88.5,125.7,24.1,49.7,56.68,0.856,0.486,0.344,2,175,3.56528362,34.0,101.959,9.06995,36.8,0.5429,2.4571,7.0286,1.4571,0.1143,17.3143,Pure PG,Yes,No
314,Edmond Sumner,Xavier,21,45.6,110.2,24.8,50.7,56.97,0.735,0.533,0.273,2,198,1.81034798,52.0,103.093,6.57664,33.1429,0.5238,3.8095,5.0,1.2857,0.7619,14.9524,Scoring PG,Yes,No
315,Devon Hall,Virginia,34,79.9,122.6,19.4,55.2,59.9,0.894,0.472,0.432,4,195,3.0572178,53.0,91.4933,8.58446,32.0588,0.3529,3.8529,3.1471,0.8529,0.1471,11.6765,Combo G,Yes,No
316,Chandler Hutchison,Boise St.,30,74.3,106.9,33.0,52.5,57.31,0.731,0.525,0.35,4,200,1.02885421,22.0,92.5158,6.662,31.0,0.871,6.8065,3.4516,1.4839,0.2581,19.9677,Wing G,Yes,No
317,D.J. Wilson,Michigan,38,75.2,122.3,18.1,60.5,62.82,0.833,0.631,0.373,2,208,1.19044604,17.0,102.055,8.40991,30.3947,1.5,3.8421,1.3158,0.5,1.5,11.0263,Stretch 4,Yes,No
318,Kevon Looney,UCLA,36,76.8,113.0,20.0,50.5,53.22,0.626,0.481,0.415,1,205,1.13336,30.0,96.2307,7.63282,30.9444,3.3889,5.8056,1.4167,1.2778,0.8889,11.5556,PF/C,Yes,No
319,Thomas Welsh,UCLA,33,81.2,120.9,17.4,55.2,57.67,0.8280000000000001,0.527,0.402,4,213,1.35290693,58.0,100.591,5.10016,33.2121,2.6364,8.2121,1.3939,0.6667000000000001,0.8788,12.6364,PF/C,Yes,No
320,Wade Baldwin IV,Vanderbilt,33,75.3,109.5,26.4,49.2,57.09,0.799,0.437,0.406,2,190,1.89008554,17.0,96.7419,6.9925,30.3636,0.3939,3.6061,5.2121,1.2121,0.3333,14.1212,Pure PG,Yes,No
321,Myles Turner,Texas,34,54.9,109.4,23.8,48.8,55.61,0.839,0.513,0.274,1,210,0.42549187,11.0,85.3599,7.38281,22.2059,1.2941,5.2353,0.5882000000000001,0.2941,2.6176,10.1471,PF/C,Yes,No
322,Mikal Bridges,Villanova,40,79.7,130.1,22.0,62.3,65.53,0.851,0.593,0.435,3,200,1.42592587,10.0,97.393,11.9834,32.175,1.35,3.95,1.925,1.525,1.075,17.65,Wing G,Yes,No
323,Pascal Siakam,New Mexico St.,32,87.0,115.4,28.0,54.0,56.88,0.686,0.547,0.2,2,205,0.76119968,27.0,86.8008,7.23334,35.3438,4.0,7.8438,1.5938,1.0,2.2188,20.375,C,Yes,Yes
324,Rashad Vaughn,UNLV,23,57.3,101.4,28.8,52.1,54.73,0.6940000000000001,0.481,0.383,1,198,0.71999634,17.0,100.566,0.927228,32.2609,0.6087,4.2174,1.5652,0.7826000000000001,0.3478,17.8261,Wing G,Yes,No
325,Patrick McCaw,UNLV,31,83.4,112.6,20.3,54.6,57.93,0.769,0.5640000000000001,0.352,2,200,1.84614646,38.0,96.4163,7.26551,34.1613,1.0968,4.0968,3.871,2.4194,0.4194,14.5161,Combo G,Yes,No
326,Eric Paschall,Villanova,36,89.3,109.6,23.8,52.8,57.0,0.746,0.532,0.348,4,203,0.93902009,41.0,102.961,3.15785,36.1111,1.2778,4.8611,2.1389,0.7222000000000001,0.4722,16.5278,Wing F,Yes,No
327,Dillon Brooks,Oregon,34,56.9,113.3,30.1,55.4,58.2,0.744,0.526,0.404,3,200,1.3194788,45.0,97.4912,6.51461,25.3143,1.0,2.2286,2.7143,1.0857,0.4571,16.1143,Wing G,Yes,No
328,Tyus Jones,Duke,39,84.2,121.8,19.9,48.9,57.49,0.889,0.44,0.379,1,185,2.8552881,24.0,98.3377,8.58766,33.8974,0.4872,3.0256,5.5641,1.5128,0.0769,11.8205,Scoring PG,Yes,No
329,Grayson Allen,Duke,37,88.3,121.1,20.3,53.6,57.97,0.85,0.503,0.37,4,195,2.17722839,21.0,101.134,7.90584,35.5676,0.5405,2.7838000000000003,4.6486,1.7297,0.0541,15.4595,Scoring PG,Yes,No
330,D'Angelo Russell,Ohio St.,35,84.3,113.6,29.9,54.1,57.29,0.756,0.479,0.411,1,195,1.71567788,2.0,93.834,9.16316,33.9429,1.0,4.6571,5.0,1.5714,0.3143,19.2857,Scoring PG,Yes,Yes
331,Jahlil Okafor,Duke,38,72.8,116.4,27.6,66.4,64.14,0.51,0.664,0.0,1,210,0.5158,3.0,94.5347,9.34057,30.0789,3.5263,4.9474,1.2895,0.7632,1.4211,17.2895,C,Yes,No
332,Justise Winslow,Duke,39,72.3,112.2,22.4,55.1,57.2,0.641,0.516,0.418,1,198,1.15495747,10.0,92.0154,9.53879,29.1026,1.2564,5.2051,2.1026,1.3333,0.8718,12.6154,Wing G,Yes,No
333,Monté Morris,Iowa St.,34,84.8,126.2,17.7,55.9,58.61,0.753,0.547,0.395,2,187,4.63180029,51.0,98.9761,8.73664,33.9118,0.7059000000000001,2.7353,5.1765,1.8824,0.4412,11.9412,Scoring PG,Yes,No
334,Monte Morris,Iowa St.,35,86.8,124.2,23.8,52.3,55.53,0.802,0.503,0.378,4,190,5.1666663,51.0,101.974,9.78239,35.3429,1.1429,3.6857,6.2,1.5143,0.2857,16.4286,Scoring PG,Yes,No
335,Jawun Evans,Oklahoma St.,31,70.8,116.1,33.3,47.5,53.31,0.806,0.453,0.376,2,185,2.26666667,39.0,107.648,8.63905,29.1875,0.75,2.6875,6.375,1.7812,0.125,19.1562,Pure PG,Yes,No
336,Jaylen Brown,California,34,68.3,95.4,30.9,47.1,51.76,0.654,0.482,0.294,1,200,0.63810632,3.0,96.1781,2.64996,27.6176,1.0588,4.2941,1.9706,0.7941,0.6471,14.6471,Wing F,Yes,Yes
337,Jacob Evans III,Cincinnati,36,76.9,114.2,22.0,50.7,54.27,0.754,0.47,0.37,3,198,1.79365717,28.0,87.5121,8.87742,30.75,1.3889,3.3333,3.1389,1.3056,0.9722,13.0,Wing G,Yes,No
338,Shake Milton,SMU,22,60.6,119.8,24.7,55.1,60.6,0.847,0.462,0.434,3,198,1.92000688,54.0,99.4079,5.67384,36.3636,0.6364000000000001,4.0455,4.3636,1.4091,0.6364000000000001,18.0,Scoring PG,Yes,No
339,Caleb Swanigan,Purdue,35,80.5,112.9,28.5,57.2,62.03,0.781,0.548,0.447,2,205,0.89832113,26.0,91.6952,8.41421,32.5429,2.7429,9.7143,3.0286,0.4286,0.8,18.4571,PF/C,Yes,No
340,Tyler Dorsey,Oregon,38,75.4,117.7,21.5,57.4,60.49,0.752,0.51,0.424,2,193,1.13557646,41.0,100.81,4.54882,29.9744,0.8462000000000001,2.6154,1.7179,0.7692,0.1026,14.641,Wing G,Yes,No
341,Chimezie Metu,USC,34,72.1,110.2,25.1,53.8,57.41,0.73,0.548,0.3,3,210,0.77939999,49.0,98.4822,5.08087,30.9706,1.8824,5.5588,1.5588000000000002,0.7941,1.7353,15.6765,C,Yes,No
342,Aaron Holiday,UCLA,33,92.1,112.9,27.2,55.7,60.87,0.8280000000000001,0.486,0.429,3,185,1.53599624,23.0,106.928,4.36451,37.697,0.5152,3.1515,5.8182,1.2727,0.2424,20.3333,Scoring PG,Yes,No
343,Melvin Frazier,Tulane,30,82.6,111.8,21.8,61.0,63.09,0.712,0.623,0.385,3,198,1.11688158,35.0,101.11,5.35619,34.4,1.1667,4.4333,2.8667,2.1,0.7333000000000001,15.9,Wing G,Yes,No
344,Marquese Chriss,Washington,34,61.2,109.3,23.7,56.2,58.64,0.685,0.5700000000000001,0.35,1,205,0.37681086,8.0,100.93,4.54953,24.9118,2.5,2.8824,0.7647,0.9412,1.6176,13.8235,PF/C,Yes,No
345,Khyri Thomas,Creighton,32,79.5,120.3,20.7,62.9,65.04,0.788,0.632,0.416,3,190,1.55931541,38.0,101.152,8.50305,31.697,1.0606,3.303,2.7879,1.697,0.2424,15.0606,Combo G,Yes,No
346,Deyonta Davis,Michigan St.,35,46.1,119.4,18.5,59.8,60.12,0.605,0.598,0.0,1,208,0.86676001,31.0,90.0223,9.28111,18.5714,2.0571,3.4,0.7429,0.2571,1.8286,7.4571,C,Yes,No
347,Landry Shamet,Wichita St.,32,76.3,127.5,21.0,62.2,65.54,0.8250000000000001,0.56,0.442,2,193,2.47755269,26.0,104.926,6.47206,31.7188,0.4375,2.7812,5.1875,0.7188,0.1875,14.9062,Scoring PG,Yes,No
348,Luke Kennard,Duke,37,88.8,127.3,23.0,57.9,62.91,0.856,0.525,0.438,2,198,1.54239316,12.0,103.155,8.02895,35.5135,1.1622,3.9189,2.4595,0.8378,0.3514,19.5135,Wing G,Yes,No
349,Brandon Ingram,Duke,36,85.9,112.1,24.6,52.5,55.25,0.682,0.464,0.41,1,205,0.98610002,2.0,103.403,6.30806,34.6111,1.8611,4.9167000000000005,1.9722,1.1111,1.3611,17.3333,Stretch 4,Yes,Yes
350,Dejounte Murray,Washington,34,82.2,97.8,26.0,45.1,48.51,0.663,0.457,0.288,1,193,1.38181932,29.0,100.785,3.43709,33.5,1.4118,4.5588,4.4706,1.8235,0.2941,16.1176,Combo G,Yes,No
351,Moritz Wagner,Michigan,38,65.5,114.8,24.6,60.3,61.76,0.6980000000000001,0.612,0.392,3,210,0.58931681,25.0,91.4329,6.97039,27.641,1.4615,5.6667000000000005,0.8462000000000001,0.9744,0.5128,14.6154,Stretch 4,Yes,No
352,Grant Riller,College of Charleston,30,84.0,112.1,33.9,54.8,60.49,0.8200000000000001,0.549,0.364,4,190,1.25775007,56.0,101.319,5.86232,33.5161,0.5161,4.6129,3.9355,1.5806,0.3226,21.871,Scoring PG,Yes,No
353,Tyler Lydon,Syracuse,34,89.6,118.4,18.0,54.8,59.72,0.836,0.523,0.392,2,205,1.18642312,24.0,101.689,7.57671,36.0882,2.3235,6.3235,2.0588,1.0294,1.4412,13.1765,Stretch 4,Yes,No
354,Justin James,Wyoming,31,95.0,95.5,36.3,45.5,51.53,0.742,0.457,0.301,4,200,1.0601511,40.0,103.332,2.54121,38.1562,1.0,7.5312,4.4062,1.5,0.5625,22.0625,Wing G,Yes,No
355,Malachi Richardson,Syracuse,37,85.1,100.2,22.0,46.5,50.97,0.72,0.388,0.353,1,198,0.97470849,22.0,101.247,2.09105,34.3784,0.5135000000000001,3.7568,2.0811,1.1622,0.2703,13.4054,Wing G,Yes,No
356,Jarrell Brantley,College of Charleston,32,84.4,111.6,29.9,54.8,58.67,0.782,0.5760000000000001,0.31,4,200,0.94114454,50.0,98.3259,4.21385,33.9394,1.7273,6.6667000000000005,2.4242,1.3939,0.8788,19.3939,Stretch 4,Yes,No
357,Thomas Bryant,Indiana,34,68.6,112.0,22.3,56.0,60.09,0.73,0.556,0.383,2,208,0.64103569,42.0,100.983,5.95093,28.0588,2.2353,4.4118,1.4706,0.7647,1.5294,12.5588,PF/C,Yes,No
358,Dylan Windler,Belmont,32,83.7,126.6,24.7,64.9,68.03,0.852,0.66,0.425,4,203,1.21741839,26.0,94.7661,8.87444,33.1818,1.9394,8.8788,2.5455,1.4242,0.5758,21.2727,Stretch 4,Yes,No
359,Diamond Stone,Maryland,34,55.1,114.3,26.4,56.8,60.67,0.75,0.5680000000000001,0.0,1,210,0.26925592,40.0,97.5476,3.54788,22.7647,2.2353,3.2353,0.4118,0.5,1.5882,12.4118,C,Yes,No
360,Cheick Diallo,Kansas,27,13.5,98.3,21.3,56.9,57.18,0.556,0.5690000000000001,0.0,1,205,0.05876747,33.0,84.8946,3.43934,7.4815,0.6296,1.8889,0.037,0.2593,0.8519,3.0,C,Yes,No
361,Donte DiVincenzo,Villanova,40,72.5,119.5,22.8,59.0,60.77,0.71,0.5750000000000001,0.401,2,195,1.7594936,17.0,100.427,8.81159,29.275,1.15,3.6,3.475,1.05,0.2,13.425,Wing G,Yes,No
362,Jalen Brunson,Villanova,40,78.8,128.5,26.1,60.4,63.53,0.802,0.599,0.408,3,187,2.59154928,33.0,103.211,8.37985,31.8,0.3,2.75,4.6,0.925,0.025,18.9,Scoring PG,Yes,No
363,Frank Mason,Kansas,36,83.5,111.5,20.4,50.3,55.6,0.786,0.446,0.429,2,180,1.91885591,34.0,98.749,7.23537,33.5278,0.6111,3.3056,3.9444,1.3889,0.1111,12.5556,Scoring PG,Yes,No
364,Frank Mason III,Kansas,36,89.4,125.2,25.5,57.3,62.23,0.794,0.5,0.471,4,180,2.17438978,34.0,102.695,8.43497,36.1389,0.6111,3.5556,5.1944,1.3056,0.0556,20.9167,Scoring PG,Yes,No
365,Ivan Rabb,California,31,73.3,106.2,24.2,49.7,54.14,0.663,0.49,0.4,2,210,0.71642071,35.0,90.5229,4.9354700000000005,32.6452,3.0323,7.4516,1.5484,0.6774,1.0,14.0,PF/C,Yes,No
366,Jamal Murray,Kentucky,36,87.1,118.0,25.4,55.9,59.0,0.783,0.502,0.408,1,193,0.94047056,7.0,101.145,8.14115,35.1944,1.4722,3.6944,2.1944,0.9722,0.3056,20.0,Wing G,Yes,No
367,Quinndary Weatherspoon,Mississippi St.,34,84.5,116.3,25.8,57.4,62.16,0.809,0.5640000000000001,0.396,4,193,0.96967512,49.0,103.213,6.74253,34.0588,1.3235,3.3529,2.8235,1.6765,0.3235,18.5,Combo G,Yes,No
368,Ben Simmons,LSU,33,86.5,112.9,28.2,56.1,59.95,0.67,0.561,0.333,1,208,1.4234451,1.0,97.3738,10.2899,34.8788,3.1212,8.6364,4.7879000000000005,1.9697,0.8182,19.1515,Wing F,Yes,Yes
369,Damyean Dotson,Houston,32,85.4,125.7,21.2,59.5,61.08,0.8300000000000001,0.505,0.443,4,195,1.02856864,44.0,97.3145,6.5608,34.0606,1.5455,5.2727,1.0909,0.9091,0.1515,17.4545,Wing F,Yes,No
370,Stephen Zimmerman Jr.,UNLV,25,51.8,94.6,21.9,47.3,50.99,0.636,0.481,0.25,1,213,0.40384616,41.0,93.7352,-0.0963311999999999,26.32,2.2,6.48,0.84,0.48,1.92,10.28,C,Yes,No
371,O.G. Anunoby,Indiana,34,33.2,114.2,17.6,62.5,60.68,0.476,0.609,0.448,1,203,0.64286582,23.0,96.7728,7.95513,13.7059,1.2353,1.4118,0.5294,0.7941,0.7647,4.8529,Wing F,Yes,No
372,OG Anunoby,Indiana,16,28.9,115.6,20.5,61.5,61.12,0.5630000000000001,0.7010000000000001,0.311,2,203,0.8846153800000001,23.0,98.5464,8.72022,25.125,1.75,3.6875,1.4375,1.3125,1.3125,11.0625,Wing F,Yes,No
373,John Collins,Wake Forest,33,66.5,124.8,29.2,62.2,65.76,0.745,0.624,0.0,2,208,0.27871248,19.0,103.87,6.78591,26.6061,3.7576,6.0606,0.5152,0.6364000000000001,1.5758,19.1515,C,Yes,No
374,Raymond Spalding,Louisville,30,42.3,109.2,17.6,56.4,55.74,0.5,0.5660000000000001,0.333,1,208,0.59255555,56.0,87.4938,6.27877,17.5,1.6667,2.6667,0.5333,0.9333,0.6667000000000001,5.6333,PF/C,Yes,No
375,Ray Spalding,Louisville,36,68.2,111.8,23.5,55.0,56.76,0.64,0.56,0.263,3,208,0.75413126,56.0,91.6831,8.55591,27.6389,3.1389,5.5278,1.2778,1.5,1.7222,12.3333,C,Yes,No
376,Dwayne Bacon,Florida St.,35,72.0,108.4,27.4,51.0,54.37,0.754,0.516,0.333,2,200,0.85916397,40.0,102.343,2.95488,28.8,1.0,3.2,1.7429,1.0,0.1143,17.2286,Wing G,Yes,No
377,Terance Mann,Florida St.,37,78.3,119.6,18.4,55.7,60.3,0.79,0.547,0.39,4,200,1.44609509,48.0,98.8553,8.26168,31.7297,2.4865,4.0,2.5405,0.6757000000000001,0.3243,11.4054,Wing F,Yes,No
378,Malik Beasley,Florida St.,34,74.3,114.9,23.0,54.1,58.29,0.8130000000000001,0.518,0.387,1,195,0.86440388,19.0,104.037,4.21408,29.8235,1.2941,4.0,1.5,0.9412,0.1765,15.5588,Wing G,Yes,No
379,Derrick White,Colorado,33,81.6,121.1,25.9,58.1,62.67,0.805,0.5700000000000001,0.401,4,195,1.8271071,29.0,103.201,9.57571,32.8235,1.0294,3.0588,4.3529,1.2353,1.4412,18.0882,Scoring PG,Yes,No
380,Admiral Schofield,Tennessee,36,78.2,109.2,24.4,54.8,56.23,0.6980000000000001,0.502,0.422,4,198,1.0714097,42.0,100.172,5.04052,31.7838,1.1622,4.973,2.027,0.8919,0.4595,16.4865,Wing F,Yes,No
381,Skal Labissiere,Kentucky,36,39.0,105.5,20.9,51.6,54.0,0.661,0.521,0.0,1,210,0.33336968,28.0,95.6059,5.09141,15.75,0.9722,2.1667,0.3056,0.25,1.6389,6.5833,C,Yes,No
382,Henry Ellenson,Marquette,33,82.6,103.4,25.8,48.0,53.35,0.749,0.495,0.288,1,210,0.75643085,18.0,97.379,3.57766,33.5455,2.1515,7.5758,1.7879,0.8485,1.4848,17.0,PF/C,Yes,No
383,Matisse Thybulle,Washington,36,77.2,103.2,17.2,50.0,54.17,0.851,0.555,0.305,4,195,1.16669397,20.0,87.4217,11.3248,31.0,0.75,2.3333,2.1389,3.4444,2.1944,9.0833,Combo G,Yes,No
384,Justin Wright-Foreman,Hofstra,34,92.8,120.7,31.5,59.6,63.72,0.863,0.5680000000000001,0.425,4,187,1.12088464,53.0,108.29,2.15975,37.7429,0.3429,3.6857,2.9143,0.8571000000000001,0.2,27.0857,Combo G,Yes,No
385,Justin Patton,Creighton,34,63.8,117.1,21.1,69.2,67.45,0.518,0.684,0.5710000000000001,1,213,0.68331093,16.0,95.9166,8.69774,25.2857,1.6857000000000002,4.5429,1.1714,0.8571000000000001,1.4286,12.9429,PF/C,Yes,No
386,Jerome Robinson,Boston College,35,89.0,114.7,26.3,56.4,60.73,0.8300000000000001,0.533,0.409,3,195,1.20831973,13.0,108.007,2.81816,36.0,0.5143,3.0857,3.3143,0.8571000000000001,0.1429,20.7714,Combo G,Yes,No
387,Brandon Clarke,Gonzaga,37,70.2,134.3,24.0,69.3,69.89,0.6940000000000001,0.705,0.267,3,203,1.21058094,21.0,83.897,16.5977,28.0811,3.0811,5.4865,1.8649,1.1622,3.0,16.9459,C,Yes,No
388,Isaiah Roby,Nebraska,35,77.8,102.9,21.9,49.7,53.19,0.677,0.496,0.333,3,203,0.97144997,45.0,96.0961,6.17823,31.2286,1.8857,5.0286,1.9429,1.2571,1.8857,11.8286,Stretch 4,Yes,No
389,Miye Oni,Yale,28,74.3,106.0,28.0,51.2,55.82,0.792,0.486,0.367,3,198,1.37332771,58.0,98.1772,3.86252,30.931,0.6552,5.6207,3.5517000000000003,0.8966000000000001,1.2759,17.1379,Wing F,Yes,No
390,Kostas Antetokounmpo,Dayton,29,34.8,92.9,20.8,58.4,57.46,0.516,0.651,0.133,1,208,0.33335812,60.0,104.641,-1.41812,15.1034,0.8276,2.0345,0.4483,0.2414,1.069,5.2069,C,Yes,No
391,Ike Anigbogu,UCLA,29,26.2,106.1,18.7,56.4,56.41,0.535,0.5640000000000001,0.0,1,208,0.25,47.0,97.6021,1.24082,13.0,1.4138,2.6207000000000003,0.2069,0.1724,1.2069,4.7241,C,Yes,No
392,TJ Leaf,UCLA,35,72.8,128.2,21.5,65.2,65.96,0.679,0.644,0.466,1,208,1.63465037,18.0,100.313,8.0756,29.9429,2.2286,5.9714,2.4286,0.6286,1.1143,16.2571,PF/C,Yes,No
393,Lonzo Ball,UCLA,36,87.6,129.4,20.1,66.8,67.26,0.673,0.732,0.412,1,198,3.07867505,2.0,99.8459,11.0424,35.0556,0.9167,5.0833,7.6111,1.8333,0.7778,14.5556,Scoring PG,Yes,No
394,Cassius Winston,Michigan St.,30,78.9,112.2,29.1,53.6,58.48,0.852,0.459,0.432,4,185,1.82290626,53.0,97.3403,5.59221,32.6,0.2,2.3,5.8333,1.2,0.0333,18.6,Pure PG,Yes,No
395,Miles Bridges,Michigan St.,34,75.9,116.2,25.0,53.6,57.26,0.845,0.527,0.366,2,200,1.34329644,12.0,94.6045,7.37899,31.3824,1.2647,5.7059,2.6471,0.6176,0.7647,17.1176,Wing F,Yes,No
396,Malachi Flynn,San Diego St.,31,84.8,121.5,27.1,53.2,58.25,0.855,0.512,0.368,3,185,2.8246125,29.0,89.9442,10.4191,33.4688,0.625,3.8438,5.0312,1.75,0.0938,17.625,Scoring PG,Yes,No
397,Lauri Markkanen,Arizona,37,77.0,130.1,21.5,58.4,63.45,0.835,0.545,0.423,1,213,0.8000185,7.0,99.0583,7.77584,30.8108,2.3784,4.8108,0.8649,0.4054,0.5135000000000001,15.5676,Stretch 4,Yes,No
398,Kevin Huerter,Maryland,31,85.5,116.3,21.5,61.1,63.6,0.763,0.6000000000000001,0.414,2,200,1.35,19.0,102.028,7.2145,34.3438,0.9688,4.0625,3.375,0.625,0.6562,14.75,Wing G,Yes,No
399,Josh Jackson,Kansas,35,74.0,108.2,27.3,55.2,55.95,0.5660000000000001,0.549,0.378,1,203,1.07216571,4.0,95.418,9.08058,30.7714,2.3143,5.0571,2.9714,1.6857000000000002,1.0571,16.3429,Wing F,Yes,No
400,Ty Jerome,Virginia,37,81.8,119.1,24.1,53.2,55.5,0.736,0.469,0.399,3,195,3.31159766,24.0,91.6552,10.6696,33.9459,0.4595,3.7568,5.4595,1.5405,0.027,13.5676,Scoring PG,Yes,No
401,De'Andre Hunter,Virginia,38,80.4,122.9,23.5,57.9,61.78,0.783,0.55,0.438,2,200,1.44234148,4.0,94.2741,8.84325,32.4737,1.3684,3.7105,1.9737,0.5789000000000001,0.5789000000000001,15.2368,Wing F,Yes,No
402,Udoka Azubuike,Kansas,30,69.8,114.3,23.5,74.4,68.06,0.441,0.744,0.0,4,213,0.38158753,27.0,82.59,11.5045,27.7419,3.4516,7.0,0.9355,0.4839,2.5806,13.7419,C,Yes,No
