,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted
22584,Mate Colina,Hawaii,5,61.5,114.4,22.0,57.5,59.42,0.667,0.605,0.0,3,213,0.5,0.0,104.556,0.340532,23.1429,2.4286,3.5714,0.7143,0.42860000000000004,0.42860000000000004,8.8571,C,No
22585,Theo Akwuba,Louisiana Lafayette,4,32.5,102.1,21.2,46.7,51.18,0.667,0.483,0.0,3,210,0.199976,0.0,87.0797,3.13214,22.5,2.6667,5.3333,0.33330000000000004,1.3333,1.1667,10.0,C,No
22586,Elijah Weaver,Dayton,10,57.7,114.8,20.6,64.4,68.94,0.862,0.667,0.417,3,198,1.0,0.0,102.379,0.264314,25.4,0.0,1.6,2.2,0.5,0.0,11.0,Combo G,No
22587,Walter Ellis,Grand Canyon,5,6.4,150.7,21.0,90.0,95.54,1.0,0.0,0.6000000000000001,4,195,0.50017504,0.0,97.8019,1.9372800000000001,6.5714,0.42860000000000004,0.5714,0.1429,0.0,0.1429,3.2857,Wing F,No
22588,Andrew Funk,Bucknell,10,86.8,103.9,24.0,53.4,55.98,0.84,0.483,0.378,4,195,1.14285724,0.0,114.332,-1.15998,35.6,0.1,4.1,2.4,0.6000000000000001,0.1,17.9,Wing G,No
22589,Jack Hemphill,St. Francis NY,10,21.3,78.7,21.6,40.7,41.52,0.5,0.385,0.28600000000000003,4,205,0.5,0.0,104.573,-5.3179,8.5,0.7000000000000001,1.3,0.4,0.0,0.5,2.4,PF/C,No
22590,Fletcher Tynen,Boston University,11,61.1,108.5,14.9,52.4,60.63,0.8,0.438,0.556,4,200,0.84210194,0.0,96.6195,0.839506,24.0833,1.0833,3.5,1.3333,0.5,0.0833,6.0,Wing F,No
22591,Tucker Richardson,Colgate,10,81.2,86.4,21.6,38.9,40.74,0.727,0.45,0.234,4,195,1.84616676,0.0,106.678,-2.45323,31.4545,0.5455,4.7273,4.3636,0.8182,0.36360000000000003,9.0909,Wing G,No
22592,Kahliel Spear,Robert Morris,8,76.9,108.1,22.1,46.0,50.89,0.735,0.5,0.1,4,200,1.71419382,0.0,110.133,1.14494,30.5556,1.7778,6.5556,1.3333,1.1111,1.2222,13.6667,PF/C,No
22594,Marlon Hargis,St. Francis PA,7,35.7,125.2,22.1,63.6,67.73,0.8130000000000001,0.545,0.545,4,200,0.42857143000000003,0.0,114.477,-1.06909,13.875,0.875,0.875,0.375,0.375,0.125,6.875,Wing G,No
22596,Ben Vander Plas,Ohio,8,89.1,111.5,19.0,57.0,57.8,0.667,0.524,0.40900000000000003,4,203,1.47059136,0.0,96.8606,5.2534,34.8889,1.4444,5.2222,2.7778,1.1111,0.4444,13.5556,Stretch 4,No
22597,LaQuill Hardnett,Buffalo,6,32.5,79.4,10.6,27.3,33.64,0.6000000000000001,0.273,0.0,3,203,0.60002804,0.0,97.6107,1.6333700000000002,15.1429,1.7143000000000002,2.7143,0.42860000000000004,0.5714,1.4286,2.1429,C,No
22598,Szymon Wojcik,UMBC,8,28.1,116.8,20.8,50.0,56.36,0.75,0.529,0.30000000000000004,4,205,0.74999997,0.0,98.6675,-0.463379,11.0,0.8889,3.0,0.33330000000000004,0.2222,0.6667000000000001,5.3333,PF/C,No
22600,Damien Daniels,Abilene Christian,5,64.7,76.6,21.1,27.9,33.51,0.8,0.387,0.0,4,170,2.69230769,0.0,92.6855,-3.34859,23.375,0.75,2.0,4.375,1.625,0.0,6.75,Scoring PG,No
22601,Joe Pleasant,Wichita St.,9,45.2,92.2,12.0,35.7,43.03,0.75,0.267,0.308,3,200,0.39992803,0.0,91.3162,-0.40424299999999996,18.3333,1.1111,2.0,0.2222,0.33330000000000004,0.33330000000000004,3.2222,Wing F,No
22602,Clay Gayman,Abilene Christian,22,36.0,103.8,26.3,50.3,56.29,0.852,0.516,0.329,3,198,0.78946286,0.0,85.6407,2.50649,15.8462,0.8846,2.4615,1.1538,0.7308,0.4615,8.2308,Wing F,No
22603,Yor Anei,DePaul,8,29.2,83.6,24.2,48.3,49.67,0.545,0.538,0.0,4,208,0.125,0.0,91.032,-2.08026,13.125,2.125,1.75,0.25,0.0,1.875,4.25,C,No
22604,Joe Reece,Bowling Green,8,51.7,113.2,24.1,54.3,55.97,0.588,0.556,0.25,3,205,1.09999107,0.0,97.3292,4.03845,20.4444,2.5556,4.5556,1.2222,1.0,0.2222,10.4444,Wing F,No
22605,Jason Wade,Old Dominion,20,42.9,110.7,20.9,58.0,59.29,0.652,0.603,0.28600000000000003,2,195,1.0,0.0,89.4783,8.97554,27.7,2.35,3.15,1.85,2.6,0.35000000000000003,10.9,Wing G,No
22606,Kalu Ezikpe,Old Dominion,10,64.0,109.6,23.2,55.9,60.98,0.733,0.5670000000000001,0.0,3,203,0.85001653,0.0,93.4608,6.79026,25.2727,2.4545,4.4545,1.5455,1.1818,1.8182,11.818200000000001,C,No
22607,Nicolas Timberlake,Towson,11,83.6,108.0,20.1,48.4,52.22,0.771,0.423,0.375,3,193,0.87500859,0.0,101.056,-1.58743,33.4545,0.4545,5.0,1.2727,0.4545,0.18180000000000002,13.6364,Wing G,No
22609,Javon Pickett,Missouri,9,75.9,93.3,17.9,42.2,44.47,0.647,0.492,0.167,4,195,1.23076929,0.0,104.71,-3.1092,30.2,0.9,2.0,1.6,0.6000000000000001,0.30000000000000004,9.3,Wing G,No
22610,Alex Comanita,Northwestern St.,17,8.1,70.7,15.7,46.9,47.11,0.455,0.6000000000000001,0.273,1,193,0.21428573,0.0,111.064,-11.0707,6.05,0.0,0.65,0.15,0.15,0.0,1.6,Wing G,No
22611,Isaac Suffren,Howard,4,13.8,116.3,14.0,90.0,77.82,0.333,1.0,0.5,2,193,0.0,0.0,123.323,-8.54239,5.8,0.2,0.6000000000000001,0.0,0.2,0.0,2.0,Wing G,No
22612,Jamir Moore,Charleston Southern,4,10.7,134.2,17.3,60.0,59.36,0.5,0.0,0.444,3,195,2.0,0.0,110.72,9.58584,8.0,0.8,1.4,0.4,0.2,0.2,4.2,Wing G,No
22613,Tyger Campbell,UCLA,9,73.4,130.9,18.4,56.5,60.12,0.857,0.432,0.47500000000000003,3,180,4.2221999199999996,0.0,96.2908,6.84908,29.7778,0.33330000000000004,2.4444,4.2222,1.0,0.0,12.5556,Scoring PG,No
22614,Duncan LeXander,Charleston Southern,30,62.6,86.5,12.1,37.6,39.78,0.684,0.23800000000000002,0.268,2,203,0.89279999,0.0,107.017,-3.32188,25.4688,1.5,2.5,0.7812,0.7812,0.3125,3.9688,Stretch 4,No
22616,Dontrell Shuler,Middle Tennessee,10,35.1,93.5,24.3,45.7,50.17,0.73,0.418,0.35100000000000003,3,187,1.10343653,0.0,104.999,-2.26035,29.9091,0.6364000000000001,1.5455,2.9091,1.0909,0.18180000000000002,12.5455,Scoring PG,No
22617,Sadarius Bowser,Charleston Southern,5,32.1,133.4,12.6,73.3,74.88,0.75,0.733,0.0,4,205,0.5,0.0,115.716,-0.16752899999999998,15.5714,1.4286,1.4286,0.2857,0.42860000000000004,0.2857,5.5714,C,No
22619,Connor Arnold,VMI,8,17.9,92.2,16.6,23.1,32.52,0.8,0.6000000000000001,0.0,4,200,1.33333322,0.0,109.19,-4.26206,9.0,1.2727,0.6364000000000001,0.36360000000000003,0.2727,0.0,2.9091,PF/C,No
22621,Dominick Welch,St. Bonaventure,10,87.3,104.9,17.7,51.5,53.73,0.909,0.522,0.342,4,195,1.17647056,0.0,98.1182,3.8698,34.9,1.3,4.4,2.0,1.3,1.0,11.2,Stretch 4,No
22623,John Walker III,Texas Southern,8,72.8,104.8,23.6,46.6,53.51,0.733,0.439,0.375,4,205,0.72222222,0.0,105.318,4.24697,29.125,1.875,3.5,1.625,0.375,1.25,12.625,PF/C,No
22624,Noah Gurley,Alabama,9,45.0,97.8,19.4,49.0,50.74,0.6000000000000001,0.581,0.23800000000000002,4,203,0.41671041000000003,0.0,95.7747,2.8292100000000002,18.0,1.2222,2.2222,0.5556,0.6667000000000001,0.6667000000000001,6.6667000000000005,Stretch 4,No
22626,Elijah McCullough,Sacramento St.,4,8.6,15.2,14.2,0.0,0.0,0.0,0.0,0.0,2,190,1.0,0.0,115.04,-19.2258,6.6,0.0,0.0,0.4,0.0,0.2,1.8,Pure PG,No
22629,Sherwyn Devonish-Prince Jr.,Morgan St.,28,68.1,91.0,22.3,38.0,45.49,0.856,0.367,0.291,1,185,1.06347622,0.0,106.343,-6.06419,27.8667,0.5667,1.5667,2.2333,0.9667,0.0333,10.7,Scoring PG,No
22630,Sherwyn Devonish,Morgan St.,6,67.1,83.6,17.1,33.3,40.02,0.667,0.34900000000000003,0.0,4,185,3.00007501,0.0,106.898,-1.08645,29.7778,1.2222,2.7778,4.0,2.1111,0.1111,6.7778,Scoring PG,No
22631,Shareef O'Neal,LSU,10,12.4,98.9,12.3,41.7,44.3,0.5,0.538,0.182,2,208,0.0,0.0,98.6976,-1.40479,14.5,1.3,3.1,0.0,0.5,0.5,2.8,PF/C,No
22632,Isaiah Burke,Morgan St.,7,64.3,90.8,20.0,50.0,51.04,0.5710000000000001,0.483,0.34500000000000003,4,185,0.95454539,0.0,111.372,-1.84234,24.1,0.5,1.1,2.1,1.5,0.2,9.0,Combo G,No
22633,Jared Ridder,Missouri St.,22,63.2,102.0,13.0,52.3,53.22,0.778,0.444,0.352,3,203,0.83333333,0.0,100.733,1.24509,25.25,0.2917,2.625,0.625,0.45830000000000004,0.5,7.375,Stretch 4,No
22634,BJ Fitzgerald,Norfolk St.,22,6.9,90.8,19.8,46.3,50.32,0.75,0.455,0.313,1,198,0.14285714,0.0,96.3772,-8.09798,5.12,0.36,0.96,0.04,0.16,0.0,2.12,PF/C,No
22635,Gerrale Gates,Holy Cross,7,53.3,87.6,28.9,40.4,43.86,0.652,0.41100000000000003,0.2,4,198,0.44444444,0.0,114.279,-7.96684,27.125,2.875,5.25,1.0,0.25,0.25,12.0,PF/C,No
22637,Chris Austin,Portland,9,69.7,96.0,27.5,52.4,56.85,0.839,0.46,0.41500000000000004,3,193,0.32142857,0.0,97.7258,-5.49337,27.8,0.7000000000000001,4.0,0.9,0.4,0.2,15.1,Wing G,No
22638,Jalen Cobb,Fordham,14,87.7,72.3,19.9,34.6,37.0,0.65,0.34700000000000003,0.231,3,185,1.49999995,0.0,101.399,-1.46387,35.0714,0.35710000000000003,4.1429,3.6429,1.7143000000000002,0.35710000000000003,7.2143,Scoring PG,No
22639,Sincere Carry,Kent St.,7,91.4,110.7,25.9,52.3,56.94,0.846,0.5,0.368,3,185,2.30001817,0.0,101.778,5.47699,33.8889,0.8889,3.8889,5.1111,1.2222,0.2222,15.1111,Scoring PG,No
22640,Tobias Cameron,Abilene Christian,5,29.8,132.9,16.0,71.9,72.63,0.75,0.5710000000000001,0.556,4,195,1.8,0.0,91.694,7.00751,14.375,1.625,1.625,1.125,1.0,0.0,6.0,Wing G,No
22641,Zach Thornhill,Nebraska Omaha,6,11.4,80.9,14.7,43.3,42.66,0.0,0.417,0.333,3,193,0.600024,0.0,108.985,-4.39724,19.0,0.33330000000000004,1.5,0.5,0.8333,0.16670000000000001,4.3333,Wing G,No
22644,Cartrell Thompson,Cal St. Bakersfield,15,6.1,88.6,8.7,80.0,63.69,0.333,0.8,0.0,1,203,0.14296734,0.0,108.865,-3.45978,5.2222,0.33330000000000004,0.4444,0.055600000000000004,0.055600000000000004,0.16670000000000001,0.9444,C,No
22646,Kessler Edwards,Pepperdine,25,83.6,111.2,22.2,55.2,60.1,0.887,0.538,0.383,3,203,0.67346265,44.0,100.998,4.43339,33.9259,1.2222,5.5926,1.2222,0.963,1.2222,17.2222,Stretch 4,Yes
22649,Khalid Moore,Georgia Tech,9,59.7,94.5,14.4,50.0,53.4,0.8,0.5670000000000001,0.231,4,200,0.23075326000000002,0.0,97.914,0.329211,23.8889,1.4444,2.3333,0.33330000000000004,1.2222,0.1111,5.6667000000000005,Wing G,No
22651,Zeke Quinlan,Montana St.,19,22.3,64.8,20.2,34.5,38.71,0.591,0.447,0.1,2,203,0.29034007,0.0,96.7609,-6.5138300000000005,13.7619,0.5714,2.4286,0.42860000000000004,0.4762,0.1905,3.0476,Stretch 4,No
22652,Alex Caldwell,North Carolina Central,8,44.0,80.4,20.1,39.6,41.13,0.556,0.333,0.296,4,182,1.60002923,0.0,110.196,-4.91475,18.2727,0.4545,1.2727,2.1818,0.6364000000000001,0.2727,6.9091000000000005,Scoring PG,No
22654,Ayo Dosunmu,Illinois,28,78.4,110.8,29.4,52.6,56.64,0.783,0.513,0.386,3,195,1.58065879,38.0,95.7054,8.56789,35.1429,1.1071,5.2143,5.25,1.1071,0.21430000000000002,20.1429,Combo G,Yes
22655,Derek Ballard Jr.,Eastern Michigan,5,8.7,60.4,11.6,21.4,21.43,0.0,0.0,0.25,3,203,0.0,0.0,97.7077,-10.8527,7.5,0.5,2.1667,0.0,0.16670000000000001,0.0,1.1667,Stretch 4,No
22656,Zion Young,Oakland,5,17.0,114.1,21.8,57.1,59.97,0.833,0.8,0.34800000000000003,3,190,0.0,0.0,97.2268,-3.5620700000000003,13.6,0.2,1.8,0.0,0.2,0.0,7.4,Wing G,No
22657,Jordan Brown,Louisiana Lafayette,7,64.6,96.6,27.7,46.3,49.9,0.656,0.47400000000000003,0.2,2,210,0.58334275,0.0,91.9907,0.5128900000000001,25.5556,3.0,5.3333,1.5556,0.6667000000000001,1.2222,14.2222,PF/C,No
22658,Jeremiah Saunders,Southeastern Louisiana,18,20.1,75.8,16.5,37.1,37.14,0.0,0.217,0.298,2,190,0.6875,0.0,107.121,-4.60442,12.9,0.5,0.9500000000000001,0.55,0.55,0.2,2.9,Combo G,No
22660,Kobe Dickson,Cornell,8,59.1,100.8,22.0,52.1,53.46,0.5650000000000001,0.537,0.28600000000000003,4,205,1.59090906,0.0,101.768,1.77587,21.4,1.6,4.5,3.5,0.6000000000000001,1.5,7.2,PF/C,No
22662,Jaylan Gainey,Brown,11,55.7,123.8,14.1,72.2,67.66,0.353,0.722,0.0,4,205,0.37504062,0.0,94.3668,3.86465,21.6154,1.7692,3.3846,0.2308,0.07690000000000001,1.6154000000000002,8.538499999999999,C,No
22663,David Mitchell,Brown,11,57.5,97.5,12.5,45.5,49.36,0.714,0.393,0.375,4,198,0.6363744,0.0,94.2349,1.16944,21.8462,1.5385,2.8462,0.5385,1.0,0.2308,5.0,Wing F,No
22664,Cameron Ba,UC Davis,3,16.0,173.0,12.4,78.6,84.27,1.0,1.0,0.5,2,190,3.00000007,0.0,99.5764,6.39517,14.6,0.4,1.0,0.6000000000000001,0.6000000000000001,0.0,3.6,Scoring PG,No
22666,Ike Nweke,Columbia,2,14.8,78.8,30.3,48.3,44.86,0.14300000000000002,0.483,0.0,4,200,0.5,0.0,111.206,-10.9906,30.0,0.5,2.5,1.5,1.5,0.0,14.5,Wing G,No
22667,Maka Ellis,Columbia,4,13.6,97.6,9.4,64.3,61.8,0.5,0.6000000000000001,0.5,4,195,0.0,0.0,113.725,-5.58321,11.6,0.0,0.2,0.0,0.8,0.0,2.2,Combo G,No
22670,Nathan Robinson,South Dakota,16,13.5,61.9,19.1,14.9,26.6,0.6000000000000001,0.267,0.045,1,193,1.0,0.0,111.092,-11.538499999999999,9.8333,0.3889,0.9444,0.33330000000000004,0.055600000000000004,0.0,1.6111,Wing G,No
22672,Adam Flagler,Baylor,8,53.6,108.4,19.4,44.4,46.09,0.833,0.531,0.25,3,190,2.55555556,0.0,83.8272,3.3149800000000003,24.125,0.75,1.625,2.875,0.875,0.125,8.625,Combo G,No
22673,Matt Mims,South Dakota St.,9,19.0,80.7,10.2,46.2,46.15,0.0,0.0,0.364,2,182,1.33327225,0.0,111.179,-0.823596,11.0909,0.09090000000000001,0.9091,0.7273000000000001,0.5455,0.0,2.9091,Scoring PG,No
22675,Jordan Guest,Boston University,20,22.4,89.3,21.2,47.7,49.19,0.611,0.543,0.268,1,203,0.30772958,0.0,107.666,-6.85057,14.619,1.0952,2.4286,0.381,0.1905,0.1905,5.1905,PF/C,No
22676,Blake Verbeek,Holy Cross,22,23.8,86.2,20.2,41.8,45.4,0.867,0.509,0.189,2,210,0.27276528,0.0,116.212,-9.59838,14.087,0.8696,1.3913,0.2609,0.2609,0.13040000000000002,4.2174,Stretch 4,No
22677,Daxton Carr,Idaho St.,8,65.6,78.8,12.4,35.5,40.21,0.778,0.375,0.233,2,200,0.37495781,0.0,112.306,-4.18196,25.5556,0.5556,2.1111,0.33330000000000004,0.2222,0.2222,4.1111,Wing G,No
22678,Jayden Saddler,Southern,9,78.1,93.6,22.4,46.3,47.98,0.667,0.47800000000000004,0.0,4,185,1.6154172,0.0,103.919,-1.17833,29.9091,0.7273000000000001,2.5455,3.8182,1.6364,0.18180000000000002,10.1818,Scoring PG,No
22679,Patrick Emilien,St. Francis NY,10,73.0,91.7,21.9,47.9,49.3,0.6000000000000001,0.511,0.111,4,200,0.60869565,0.0,104.29,-2.67777,29.2,1.9,3.9,1.4,0.9,0.4,10.5,Wing F,No
22680,William Boyer-Richard,Western Michigan,19,33.1,70.5,14.2,32.3,36.02,0.7000000000000001,0.333,0.212,3,185,1.23538612,0.0,111.124,-6.22903,13.9474,0.0526,1.1579,1.1053,0.2632,0.0,2.0,Combo G,No
22681,Adrian Martin,Western Michigan,7,51.4,99.2,15.3,57.8,57.66,0.5,0.182,0.524,3,190,1.4166666700000001,0.0,123.377,-3.35318,22.5,0.25,1.25,2.125,0.375,0.25,4.875,Scoring PG,No
22682,Garrett Pascoe,Boston University,11,42.9,67.9,10.7,22.4,27.51,1.0,0.14300000000000002,0.2,3,190,1.36358677,0.0,99.6901,-4.04149,18.0,0.16670000000000001,1.75,1.25,0.4167,0.0833,2.1667,Wing G,No
22683,Kody Shubert,Presbyterian,30,49.7,85.5,17.9,43.4,45.82,0.636,0.324,0.369,2,180,1.29996796,0.0,114.164,-7.80958,20.0938,0.2812,0.9375,2.0312,0.625,0.0,4.8438,Scoring PG,No
22684,Alex Arians,South Dakota St.,10,67.3,113.0,13.5,56.7,62.93,0.895,0.484,0.5,3,193,2.23526496,0.0,110.146,2.10697,25.4167,0.16670000000000001,2.8333,3.1667,0.6667000000000001,0.16670000000000001,7.4167,Combo G,No
22685,Elijah Hardy,Cal St. Northridge,8,65.8,85.3,25.6,40.7,42.57,0.7000000000000001,0.393,0.30000000000000004,4,187,1.33334994,0.0,104.099,-0.6240209999999999,26.4444,0.4444,3.7778,2.6667,1.2222,0.1111,9.0,Scoring PG,No
22686,Devin Hutchinson,Radford,29,27.7,109.0,17.6,49.0,54.23,0.92,0.44,0.338,4,195,0.92298523,0.0,106.799,-2.42274,12.2581,0.1935,0.8387,0.3871,0.2903,0.09680000000000001,4.5806000000000004,Wing G,No
22688,Nick Finke,Army,21,57.9,107.5,15.3,62.0,58.55,0.41500000000000004,0.61,1.0,4,200,1.5172204599999999,0.0,101.224,1.09433,22.8636,1.6818,4.3182,2.0,0.5,0.0,5.7273,Wing F,No
22689,Riley Sorn,Washington,24,22.5,131.7,14.0,72.7,73.05,0.714,0.727,0.0,2,223,0.700024,0.0,105.945,6.90759,9.75,1.0417,1.5,0.2917,0.16670000000000001,0.8333,3.0833,C,No
22690,Tim Perry Jr.,Drexel,19,19.4,104.3,14.2,59.1,58.14,0.5,0.619,0.0,3,208,0.39996199,0.0,99.9095,-1.06637,8.1579,1.0526,1.5263,0.21050000000000002,0.1053,0.2632,1.5789,C,No
22691,Dalvin White,USC Upstate,8,53.4,89.9,20.7,43.6,48.39,0.833,0.385,0.333,4,177,1.5999879300000002,0.0,105.209,-3.81502,20.8889,0.0,1.5556,2.6667,1.2222,0.0,7.0,Pure PG,No
22692,Ebrima Dibba,Coastal Carolina,7,86.1,98.9,18.2,52.4,57.59,0.704,0.556,0.2,3,198,1.9583333299999999,0.0,97.6125,-0.184697,33.25,0.5,4.125,5.875,1.5,0.0,9.625,Scoring PG,No
22694,Kur Kuath,Marquette,11,47.7,126.7,11.4,70.7,67.53,0.467,0.707,0.0,4,208,1.0,0.0,88.0835,8.45302,19.0909,1.0909,3.3636,0.36360000000000003,0.36360000000000003,2.9091,5.9091000000000005,C,No
22695,Lat Mayen,Nebraska,10,43.5,82.6,15.4,39.6,43.21,0.727,0.5,0.23500000000000001,3,205,0.80000001,0.0,103.58,-3.34728,20.0,0.5,2.8,0.8,0.30000000000000004,0.30000000000000004,4.6,Stretch 4,No
22697,Jaxson Baker,Central Arkansas,9,55.8,72.2,16.0,30.0,32.84,0.833,0.28600000000000003,0.20600000000000002,2,200,1.7000271,0.0,116.21,-4.67592,22.3333,0.33330000000000004,1.8889,1.8889,0.7778,0.5556,4.2222,Wing G,No
22699,Neftali Alvarez,Mercer,8,69.9,98.2,26.0,51.8,52.92,0.559,0.6000000000000001,0.20800000000000002,3,187,1.24137924,0.0,112.042,-3.33171,30.6,1.2,2.1,3.6,1.4,0.1,13.9,Scoring PG,No
22701,Derek Sabin,Belmont,6,6.1,104.4,16.1,80.0,85.6,1.0,1.0,0.0,3,205,0.0,0.0,97.2269,-3.2557,4.5,0.0,0.5,0.0,0.33330000000000004,0.0,1.8333,Wing F,No
22704,Brandon Morley,Utah Valley,25,37.7,115.4,11.2,58.7,61.27,0.727,0.638,0.0,4,213,0.41179377,0.0,100.683,-0.799164,16.7857,1.5,2.7143,0.25,0.46430000000000005,0.9286000000000001,3.8571,C,No
22705,Adam Kunkel,Xavier,9,51.3,106.1,18.3,47.8,49.53,0.667,0.375,0.356,4,193,2.0,0.0,89.8558,2.26025,22.7778,0.2222,2.4444,2.0,0.7778,0.0,8.2222,Combo G,No
22706,Wanjang Tut,Nebraska Omaha,7,20.8,65.9,22.6,37.5,37.5,0.0,0.391,0.0,4,203,0.44442716,0.0,121.24,-10.8312,10.7143,0.7143,0.5714,0.5714,0.1429,0.2857,2.5714,C,No
22707,Dzmitry Ryuny,San Francisco,9,23.0,87.6,12.1,47.1,50.26,0.75,0.667,0.28600000000000003,3,205,0.19996401,0.0,93.8743,-2.25746,10.2222,0.1111,1.3333,0.1111,0.2222,0.2222,2.1111,PF/C,No
22708,Tyler Herro,Kentucky,37,81.0,118.2,20.0,53.6,58.03,0.935,0.538,0.355,1,195,1.5333621,13.0,96.8156,7.81611,32.6216,0.40540000000000004,4.0811,2.4865,1.1081,0.32430000000000003,14.027,Wing G,Yes
22709,Odell Wilson,North Dakota St.,20,8.6,126.1,19.8,60.0,58.66,0.333,0.6000000000000001,0.0,2,198,0.5,0.0,102.321,3.4634300000000002,4.65,1.15,0.30000000000000004,0.1,0.15,0.05,1.55,PF/C,No
22710,Kevin Obanor,Texas Tech,8,59.7,118.9,18.0,50.0,52.7,0.833,0.419,0.372,4,203,0.57142857,0.0,86.0752,0.833411,24.25,1.25,3.5,0.5,0.5,0.25,10.5,Stretch 4,No
22711,Riley Battin,Utah,10,59.8,99.9,18.2,38.8,45.61,0.81,0.343,0.304,4,205,1.49999996,0.0,96.3974,2.3586,23.9,1.9,2.9,2.1,0.8,0.1,6.2,Wing F,No
22712,Vinnie Shahid,North Dakota St.,31,83.9,110.3,28.8,52.6,58.6,0.881,0.498,0.368,4,180,1.24052809,0.0,101.213,2.17598,32.8788,0.303,3.0,2.9697,1.0,0.0,18.4242,Combo G,No
22713,Finn Sullivan,Vermont,10,54.8,97.6,19.4,50.8,52.35,1.0,0.5650000000000001,0.317,4,193,1.19997794,0.0,90.3917,4.54219,21.3636,0.7273000000000001,2.0,1.0909,1.0909,0.4545,6.8182,Combo G,No
22715,Tevian Jones,Southern Utah,8,67.5,87.8,26.3,39.2,43.69,0.71,0.468,0.218,4,200,0.38095239999999997,0.0,104.549,-5.13477,27.1,0.8,2.7,0.8,0.5,0.2,13.5,Wing G,No
22716,Giorgi Bezhanishvili,Illinois,31,35.9,107.6,18.3,55.7,56.94,0.629,0.547,0.5,3,205,0.46434899999999996,0.0,98.3709,3.69098,14.5161,1.3871,1.2903,0.4194,0.2258,0.3226,5.129,PF/C,No
22717,Aaron Wiggins,Maryland,30,83.3,103.8,24.9,51.7,54.23,0.767,0.515,0.34600000000000003,3,198,1.2951160800000001,55.0,99.3101,6.24866,33.0968,1.129,4.7097,2.5484,1.129,0.5484,14.4516,Wing G,Yes
22718,Lahat Thioune,Utah,8,23.0,128.1,16.7,81.3,86.75,1.0,0.8130000000000001,0.0,3,208,0.375,0.0,85.0852,6.24221,11.5,1.25,3.5,0.375,0.5,0.375,4.5,C,No
22719,Eric Ayala,Maryland,10,80.0,89.0,25.7,43.1,46.55,0.706,0.391,0.313,4,195,1.0,0.0,99.1533,-0.246111,32.0,0.2,4.5,2.5,0.7000000000000001,0.2,13.7,Wing G,No
22720,Jr Clay,Tennessee Tech,27,74.1,91.6,28.2,45.8,50.9,0.719,0.401,0.398,1,177,1.06897497,0.0,105.971,-2.30194,31.5862,0.8276,2.9655,4.2759,1.7586,0.1379,14.3793,Scoring PG,No
22721,Jr. Clay,Tennessee Tech,9,78.4,89.3,27.1,35.5,39.28,0.714,0.387,0.20800000000000002,3,182,2.5,0.0,106.694,-0.783262,31.4,0.9,1.6,5.0,2.0,0.2,12.2,Scoring PG,No
22723,Sage Tolbert III,Temple,10,56.3,93.6,11.4,36.8,41.56,0.667,0.423,0.125,3,203,1.2499999800000001,0.0,98.9299,1.2460200000000001,22.8,1.6,3.3,1.0,0.9,0.5,3.3,Wing F,No
22724,Gabe McGlothan,Grand Canyon,9,68.1,113.7,18.9,53.2,57.83,0.727,0.531,0.355,3,200,0.6875215,0.0,87.937,3.6246400000000003,26.7273,2.1818,5.0,1.0,0.6364000000000001,0.6364000000000001,9.818200000000001,Stretch 4,No
22726,Matt Dentlinger,South Dakota St.,10,39.0,104.3,16.5,52.4,56.19,0.889,0.537,0.0,3,203,0.66666667,0.0,108.928,0.0895699,15.6667,0.8333,1.75,0.5,0.33330000000000004,0.5,6.25,C,No
22727,Joe Wieskamp,Iowa,31,72.9,118.2,21.0,60.2,61.56,0.677,0.518,0.462,3,198,1.23257156,41.0,100.546,7.72658,29.2581,1.1935,5.4193999999999996,1.7097,0.9355,0.3226,14.8387,Wing G,Yes
22728,Savion Lewis,Quinnipiac,7,51.1,108.7,20.2,66.7,67.38,0.7000000000000001,0.667,0.0,3,185,1.5,0.0,98.4527,0.8671000000000001,25.5,1.375,2.875,4.125,1.625,0.0,9.375,Pure PG,No
22729,Matt Balanc,Quinnipiac,9,64.4,132.8,22.5,61.8,66.26,0.8140000000000001,0.543,0.465,3,193,0.60000002,0.0,100.196,2.36259,25.7,0.8,2.1,0.30000000000000004,1.3,0.2,16.2,Wing G,No
22731,CJ Fredrick,Iowa,27,53.5,127.8,12.3,59.2,60.36,0.676,0.47400000000000003,0.47400000000000003,2,190,5.19951383,0.0,109.957,4.07893,24.6667,0.1852,0.8889,1.9259,0.3704,0.1481,7.5185,Scoring PG,No
22734,Tyrese Williams,Quinnipiac,9,56.9,102.1,18.5,50.7,53.61,0.9,0.353,0.373,4,190,0.72727272,0.0,101.401,-2.35376,22.0,0.1,2.1,0.8,1.1,0.2,9.5,Combo G,No
22735,Joel Ayayi,Gonzaga,32,77.8,129.2,16.4,64.8,66.63,0.781,0.685,0.389,3,195,1.8913391800000001,0.0,94.2153,10.529,31.25,1.5937999999999999,5.2812,2.7188,1.0625,0.1875,12.0938,Wing G,No
22736,Deon Ejim,Illinois Chicago,11,7.5,85.7,14.7,41.7,37.97,0.25,0.625,0.0,2,198,1.5000001200000002,0.0,101.61,-5.2439,6.0909,0.4545,0.9091,0.2727,0.09090000000000001,0.18180000000000002,1.0909,Stretch 4,No
